AA_URL,A_IDX,b_content_type,b_number_of_iframes,b_presence_of_double_body,b_presence_of_double_head,b_presence_of_double_html,c_is_src_different,c_is_src_external,c_is_src_in_whiteList,h_dis_attr,h_height_min,h_hidden_rule1,h_hidden_rule2,h_hidden_rule3,h_is_tag_hidden,h_left_attr,h_pos_attr,h_top_attr,h_vis_attr,h_width_min,l_abs_dis_iframe_body,l_abs_dis_iframe_html,l_abs_iframe,l_abs_minimum_dis,l_iframe_close_to_body_start_or_end,l_iframe_close_to_html_start_end,l_ratio_minimum_dis,l_rela_dis_iframe_body,l_rela_dis_iframe_html,l_rela_iframe,l_total_length_of_website,s2_query_has_id_as_arguments,s2_query_has_security_words,s2_url_has_popular_words,s_category_TLD,s_count_of_digits_sub,s_count_of_letters_sub,s_has_digit_sub,s_has_file_name_extension,s_has_fragment,s_has_src,s_has_subdomain,s_isword_sub,s_num_of_dots,s_path_len,s_pattern_sub,s_query_arg_num,s_src_len,s_src_len_query,s_src_len_sub,t_distance_to_body,t_distance_to_head,t_distance_to_html,t_distance_to_root,t_in_the_body,t_in_the_head,t_in_the_html
/Users/ketian/Desktop/alexa10k/9090.fm,0,,3,False,False,False,1,True,False,,50.0,False,False,False,False,,,,,100.0,145,64,151,64,start,start,0.08050314465408805,0.18238993710691823,0.08050314465408805,0.189937106918239,795,False,False,False,com,,,,True,False,True,False,,2,20,,0,44,0,0,3,,4,5,True,False,True
/Users/ketian/Desktop/alexa10k/9090.fm,1,,3,False,False,False,,False,False,,50.0,False,False,False,False,,,,,300.0,306,305,489,305,end,end,0.3836477987421384,0.3849056603773585,0.3836477987421384,0.6150943396226415,795,False,False,False,,,,,True,False,True,False,,0,38,,0,41,0,0,9,,10,11,True,False,True
/Users/ketian/Desktop/alexa10k/9090.fm,2,,3,False,False,False,,False,False,,20.0,False,False,False,False,,,,,300.0,305,304,490,304,end,end,0.38238993710691827,0.3836477987421384,0.38238993710691827,0.6163522012578616,795,False,False,False,,,,,False,False,True,False,,0,22,,0,23,0,0,9,,10,11,True,False,True
/Users/ketian/Desktop/alexa10k/90tv.ir,0,,1,False,False,False,2,True,False,,100.0,False,False,False,False,0.0,absolute,0.0,,100.0,49,48,3932,48,end,end,0.012057272042200452,0.012308465209746294,0.012057272042200452,0.9876915347902537,3981,True,False,False,com,2,6,True,True,False,True,True,False,3,12,3,2,70,25,9,,,,4,False,False,False
/Users/ketian/Desktop/alexa10k/abidjan.net,0,,4,False,False,False,1,True,False,,200.0,False,False,False,False,,,,,100.0,563,284,565,284,start,start,0.13221601489757914,0.26210428305400374,0.13221601489757914,0.26303538175046554,2148,False,False,False,net,0,3,False,False,False,True,True,False,2,33,3,0,60,0,3,6,,7,8,True,False,True
/Users/ketian/Desktop/alexa10k/abidjan.net,1,,4,False,False,False,,False,False,,160.0,False,False,False,False,,,,,278.0,621,342,623,342,start,start,0.15921787709497207,0.28910614525139666,0.15921787709497207,0.29003724394785846,2148,False,False,False,,,,,True,False,True,False,,0,23,,0,24,0,0,7,,8,9,True,False,True
/Users/ketian/Desktop/alexa10k/abidjan.net,2,,4,False,False,False,,False,False,,180.0,False,False,False,False,,,,,25.0,799,797,1349,797,end,end,0.3710428305400372,0.3719739292364991,0.3710428305400372,0.6280260707635009,2148,False,False,False,,,,,True,False,True,False,,0,17,,0,18,0,0,9,,10,11,True,False,True
/Users/ketian/Desktop/alexa10k/abidjan.net,3,,4,False,False,False,1,True,False,,528.0,False,False,False,False,,,,,327.0,619,617,1529,617,end,end,0.287243947858473,0.2881750465549348,0.287243947858473,0.7118249534450651,2148,False,False,False,com,,,,False,False,True,False,,2,137,,0,164,0,0,7,,8,9,True,False,True
/Users/ketian/Desktop/alexa10k/adblockplus.org,0,,1,False,False,False,1,True,False,,285.0,False,False,False,False,,,,,520.0,340,281,345,281,end,start,0.41021897810218977,0.49635036496350365,0.41021897810218977,0.5036496350364964,685,True,False,True,com,,,,False,False,True,False,,2,16,,9,139,94,0,3,,4,5,True,False,True
/Users/ketian/Desktop/alexa10k/addmefast.com,1,,2,False,False,False,,False,False,,60.0,False,False,False,False,,,,,350.0,216,190,218,190,start,start,0.4103671706263499,0.46652267818574517,0.4103671706263499,0.4708423326133909,463,False,False,False,,,,,True,False,True,False,,0,22,,0,24,0,0,8,,9,10,True,False,True
/Users/ketian/Desktop/alexa10k/adevarul.ro,1,,2,False,False,False,1,True,False,,365.0,False,False,False,False,,,,,316.0,1953,1952,7802,1952,end,end,0.2001025115325474,0.20020502306509483,0.2001025115325474,0.7997949769349052,9755,False,False,False,de,0,7,False,True,False,True,True,True,2,67,1,0,96,0,7,5,,6,7,True,False,True
/Users/ketian/Desktop/alexa10k/adultfriendfinder.com,0,,1,False,False,False,,False,False,,32.0,False,False,False,False,,,,,131.0,631,630,1544,630,end,end,0.21312584573748308,0.21346414073071718,0.21312584573748308,0.5223274695534507,2956,False,False,False,,,,,False,False,True,False,,0,18,,1,34,12,0,7,,8,9,True,False,True
/Users/ketian/Desktop/alexa10k/advcash.com,0,,1,False,False,False,,False,False,,100.0,False,False,False,False,,,,,100.0,0,0,1,0,start,start,0.0,0.0,0.0,1.0,1,True,False,False,,,,,False,False,True,False,,0,19,,5,181,160,0,1,,2,3,True,False,True
/Users/ketian/Desktop/alexa10k/aftabnews.ir,0,,2,False,False,False,2,True,False,,200.0,False,False,False,False,,,,,130.0,0,0,1,0,start,start,0.0,0.0,0.0,0.0053475935828877,187,True,False,False,com,0,13,False,True,False,True,True,False,3,12,3,1,59,9,14,,,,7,False,False,False
/Users/ketian/Desktop/alexa10k/aftabnews.ir,1,,2,False,False,False,2,True,False,,240.0,False,False,False,False,,,,,100.0,6,6,181,6,end,end,0.03208556149732621,0.03208556149732621,0.03208556149732621,0.9679144385026738,187,True,False,False,com,0,12,False,True,False,True,True,False,3,11,3,1,57,9,13,,,,6,False,False,False
/Users/ketian/Desktop/alexa10k/agar.io,0,,1,False,False,False,,False,False,,,False,False,False,False,,,,,,197,36,199,36,start,start,0.0380952380952381,0.20846560846560847,0.0380952380952381,0.2105820105820106,945,,,,,,,,,,False,,,,,,,,,,4,,5,6,True,False,True
/Users/ketian/Desktop/alexa10k/ahram.org.eg,0,,18,False,False,False,82,True,False,,400.0,False,False,False,False,,,,,100.0,392,166,401,166,start,start,0.07248908296943231,0.17117903930131004,0.07248908296943231,0.17510917030567685,2290,True,False,False,org.eg,,,,False,False,True,False,,3,12,,4,79,41,0,10,,11,12,True,False,True
/Users/ketian/Desktop/alexa10k/ahram.org.eg,1,,18,False,False,False,82,True,False,,720.0,False,False,False,False,,,,,180.0,412,186,421,186,start,start,0.08122270742358079,0.1799126637554585,0.08122270742358079,0.18384279475982532,2290,True,False,False,org.eg,,,,False,False,True,False,,3,12,,4,77,39,0,4,,5,6,True,False,True
/Users/ketian/Desktop/alexa10k/ahram.org.eg,2,,18,False,False,False,82,True,False,,720.0,False,False,False,False,,,,,180.0,421,195,430,195,start,start,0.0851528384279476,0.18384279475982532,0.0851528384279476,0.18777292576419213,2290,True,False,False,org.eg,,,,False,False,True,False,,3,12,,4,78,40,0,4,,5,6,True,False,True
/Users/ketian/Desktop/alexa10k/ahram.org.eg,3,,18,False,False,False,82,True,False,,100.0,False,False,False,False,,,,,150.0,556,330,565,330,start,start,0.14410480349344978,0.2427947598253275,0.14410480349344978,0.24672489082969432,2290,True,False,False,org.eg,,,,False,False,True,False,,3,12,,4,78,40,0,6,,7,8,True,False,True
/Users/ketian/Desktop/alexa10k/ahram.org.eg,4,,18,False,False,False,82,True,False,,100.0,False,False,False,False,,,,,150.0,585,359,594,359,start,start,0.15676855895196506,0.2554585152838428,0.15676855895196506,0.2593886462882096,2290,True,False,False,org.eg,,,,False,False,True,False,,3,12,,4,78,40,0,6,,7,8,True,False,True
/Users/ketian/Desktop/alexa10k/ahram.org.eg,5,,18,False,False,False,82,True,False,,90.0,False,False,False,False,,,,,728.0,602,376,611,376,start,start,0.16419213973799127,0.262882096069869,0.16419213973799127,0.2668122270742358,2290,True,False,False,org.eg,,,,False,False,True,False,,3,12,,4,77,39,0,8,,9,10,True,False,True
/Users/ketian/Desktop/alexa10k/ahram.org.eg,6,,18,False,False,False,,False,False,,380.0,False,False,False,False,,,,,100.0,678,452,687,452,start,start,0.19737991266375546,0.2960698689956332,0.19737991266375546,0.3,2290,False,False,False,,,,,False,False,True,False,,0,29,,0,40,8,0,11,,12,13,True,False,True
/Users/ketian/Desktop/alexa10k/ahram.org.eg,7,,18,False,False,False,82,True,False,,90.0,False,False,False,False,,,,,960.0,702,476,711,476,start,start,0.20786026200873362,0.30655021834061136,0.20786026200873362,0.31048034934497815,2290,True,False,False,org.eg,,,,False,False,True,False,,3,12,,4,79,41,0,5,,6,7,True,False,True
/Users/ketian/Desktop/alexa10k/ahram.org.eg,8,,18,False,False,False,82,True,False,,100.0,False,False,False,False,,,,,100.0,720,494,729,494,start,start,0.21572052401746725,0.314410480349345,0.21572052401746725,0.3183406113537118,2290,True,False,False,org.eg,,,,False,False,True,False,,3,12,,4,79,41,0,7,,8,9,True,False,True
/Users/ketian/Desktop/alexa10k/ahram.org.eg,9,,18,False,False,False,82,True,False,,250.0,False,False,False,False,,,,,300.0,759,533,768,533,start,start,0.23275109170305677,0.3314410480349345,0.23275109170305677,0.3353711790393013,2290,True,False,False,org.eg,,,,False,False,True,False,,3,12,,4,79,41,0,8,,9,10,True,False,True
/Users/ketian/Desktop/alexa10k/ahram.org.eg,10,,18,False,False,False,82,True,False,,250.0,False,False,False,False,,,,,300.0,875,649,884,649,start,start,0.2834061135371179,0.38209606986899564,0.2834061135371179,0.3860262008733624,2290,True,False,False,org.eg,,,,False,False,True,False,,3,12,,4,79,41,0,9,,10,11,True,False,True
