index,Iframe,domain,filename
0,"<iframe frameborder=""0"" height=""100%"" src=""http://err.hc.ru/missing/"" width=""100%""></iframe>",http://el-ma.su/cgi-sys/defaultwebpage.cgi,/mnt/eznfs1/scrap_data_22_bot3/12/Win7_32_IE8_12_9989_20170729_152238/html_200_20170729_152238.txt
0,"<iframe frameborder=""0"" height=""100%"" src=""http://land.lptracker.ru/?ref=28365&amp;ip=209.249.157.102user_agent=Mozilla%2F5.0+%28compatible%3B+MSIE+8.0%3B+Windows+NT+6.1%3B+Trident%2F4.0%3B+GTB7.4%3B+InfoPath.2%3B+SV1%3B+.NET+CLR+3.3.69573%3B+WOW64%3B+en-US%29&amp;utm_source=&amp;utm_campaign=&amp;utm_term=&amp;utm_content=&amp;referer="" style=""padding:0px; margin:0px;"" width=""100%""></iframe>",http://lp-tracker.su,/mnt/eznfs1/scrap_data_22_bot3/12/Win7_32_IE8_12_71_20170729_155537/html_200_20170729_155537.txt
0,"<iframe frameborder=""0"" height=""100%"" src=""http://err.hc.ru/locked/"" width=""100%""></iframe>",http://incat.su/cgi-sys/suspendedpage.cgi,/mnt/eznfs1/scrap_data_22_bot3/12/Win7_32_IE8_12_5420_20170729_164638/html_200_20170729_164638.txt
0,"<iframe frameborder=""0"" height=""220"" src=""http://abcsystem.ru/banner/468x60.html"" type=""text/html"" width=""568""></iframe>",http://softnews.su,/mnt/eznfs1/scrap_data_22_bot3/12/Win7_32_IE8_12_7721_20170729_165604/html_200_20170729_165604.txt
0,"<iframe height=""1"" src=""http://condor-media.ru"" style=""overflow: hidden;opacity: 0;"" width=""1""></iframe>",http://procat-avto.su,/mnt/eznfs1/scrap_data_22_bot3/12/Win7_32_IE8_12_477_20170729_170641/html_200_20170729_170641.txt
0,"<iframe frameborder=""0"" height=""100%"" src=""http://err.hc.ru/missing/"" width=""100%""></iframe>",http://magichouse.su/cgi-sys/defaultwebpage.cgi,/mnt/eznfs1/scrap_data_22_bot3/12/Win7_32_IE8_12_9767_20170729_170819/html_200_20170729_170819.txt
0,"<iframe frameborder=""0"" height=""100%"" src=""http://err.hc.ru/missing/"" width=""100%""></iframe>",http://biznesplan.su,/mnt/eznfs1/scrap_data_22_bot3/12/Win7_32_IE8_12_9327_20170729_171356/html_200_20170729_171356.txt
0,"<iframe id=""wpt5"" src=""http://wpt5.busterprod.se/ru""></iframe>",http://waterproof.su,/mnt/eznfs1/scrap_data_22_bot3/12/Win7_32_IE8_12_8669_20170729_171714/html_200_20170729_171714.txt
0,"<iframe frameborder=""0"" id=""iframe"" src=""http://findbetterresults.com/?dn=dri.su&amp;pid=9PO755G95""></iframe>",http://dri.su,/mnt/eznfs1/scrap_data_22_bot3/12/Win7_32_IE8_12_1462_20170729_173103/html_200_20170729_173103.txt
0,"<iframe frameborder=""0"" height=""100%"" src=""http://err.hc.ru/missing/"" width=""100%""></iframe>",http://kiitos.su/cgi-sys/defaultwebpage.cgi,/mnt/eznfs1/scrap_data_22_bot3/12/Win7_32_IE8_12_6181_20170729_174104/html_200_20170729_174104.txt
0,"<iframe frameborder=""0"" height=""0"" src=""https://elmonitor.ru/index.php"" width=""0""></iframe>",http://business-investment.su,/mnt/eznfs1/scrap_data_22_bot3/12/Win7_32_IE8_12_7968_20170729_174640/html_200_20170729_174640.txt
0,"<iframe frameborder=""0"" height=""100%"" src=""http://err.hc.ru/missing/"" width=""100%""></iframe>",http://findlove.su/cgi-sys/defaultwebpage.cgi,/mnt/eznfs1/scrap_data_22_bot3/12/Win7_32_IE8_12_9304_20170729_175547/html_200_20170729_175547.txt
0,"<iframe frameborder=""0"" height=""100%"" src=""http://err.hc.ru/new/"" width=""100%""></iframe>",http://aircargo.su,/mnt/eznfs1/scrap_data_22_bot3/12/Win7_32_IE8_12_7097_20170729_181441/html_200_20170729_181441.txt
0,"<iframe frameborder=""0"" height=""100%"" src=""http://err.hc.ru/missing/"" width=""100%""></iframe>",http://audi-pskov.su/cgi-sys/defaultwebpage.cgi,/mnt/eznfs1/scrap_data_22_bot3/12/Win7_32_IE8_12_5955_20170729_184307/html_200_20170729_184307.txt
0,"<iframe frameborder=""0"" height=""100%"" src=""http://err.hc.ru/new/"" width=""100%""></iframe>",http://eurovolt.su,/mnt/eznfs1/scrap_data_22_bot3/12/Win7_32_IE8_12_968_20170729_184559/html_200_20170729_184559.txt
0,"<iframe frameborder=""0"" height=""100%"" src=""http://err.hc.ru/missing/"" width=""100%""></iframe>",http://minigame.su/cgi-sys/defaultwebpage.cgi,/mnt/eznfs1/scrap_data_22_bot3/12/Win7_32_IE8_12_2113_20170729_190047/html_200_20170729_190047.txt
0,"<iframe frameborder=""0"" height=""100%"" src=""http://err.hc.ru/missing/"" width=""100%""></iframe>",http://labrada.su/cgi-sys/defaultwebpage.cgi,/mnt/eznfs1/scrap_data_22_bot3/12/Win7_32_IE8_12_759_20170729_191036/html_200_20170729_191036.txt
0,"<iframe frameborder=""0"" id=""iframe"" src=""http://findbetterresults.com/?dn=apple-iphone.su&amp;pid=9PO755G95""></iframe>",http://apple-iphone.su,/mnt/eznfs1/scrap_data_22_bot3/12/Win7_32_IE8_12_8364_20170729_191545/html_200_20170729_191545.txt
0,"<iframe frameborder=""0"" height=""100%"" src=""http://err.hc.ru/locked/"" width=""100%""></iframe>",http://esterbijoux.su/cgi-sys/suspendedpage.cgi,/mnt/eznfs1/scrap_data_22_bot3/12/Win7_32_IE8_12_2953_20170729_194315/html_200_20170729_194315.txt
0,"<iframe frameborder=""0"" height=""100%"" src=""http://err.hc.ru/new/"" width=""100%""></iframe>",http://promoteam.su,/mnt/eznfs1/scrap_data_22_bot3/12/Win7_32_IE8_12_8003_20170729_195147/html_200_20170729_195147.txt
0,"<iframe frameborder=""0"" height=""100%"" src=""http://err.hc.ru/missing/"" width=""100%""></iframe>",http://stalintex.su/cgi-sys/defaultwebpage.cgi,/mnt/eznfs1/scrap_data_22_bot3/12/Win7_32_IE8_12_314_20170729_195218/html_200_20170729_195218.txt
0,"<iframe frameborder=""0"" height=""100%"" src=""http://err.hc.ru/missing/"" width=""100%""></iframe>",http://audi-arkhangelsk.su/cgi-sys/defaultwebpage.cgi,/mnt/eznfs1/scrap_data_22_bot3/12/Win7_32_IE8_12_2751_20170729_200655/html_200_20170729_200655.txt
0,"<iframe frameborder=""0"" id=""iframe"" scrolling=""no"" src=""http://flickrit.com/slideshowholder.php?height=90&amp;size=big&amp;setId=72157648970746622&amp;trans=1&amp;theme=1&amp;thumbnails=2&amp;transition=0&amp;layoutType=responsive&amp;sort=0"" style=""width:100%; height:100%; position: absolute; top:0; left:0;""></iframe>",http://bluebell.su,/mnt/eznfs1/scrap_data_22_bot3/12/Win7_32_IE8_12_3955_20170729_203957/html_200_20170729_203957.txt
0,"<iframe frameborder=""0"" height=""100%"" src=""http://err.hc.ru/missing/"" width=""100%""></iframe>",http://myshape.su/cgi-sys/defaultwebpage.cgi,/mnt/eznfs1/scrap_data_22_bot3/12/Win7_32_IE8_12_5043_20170729_204316/html_200_20170729_204316.txt
0,"<iframe frameborder=""0"" height=""100%"" hspace=""0"" marginheight=""0"" marginwidth=""0"" scrolling=""no"" src=""http://ru.guysgocrazy.ru/male"" target=""_blank"" vspace=""0"" width=""100%""></iframe>",http://openlive.su,/mnt/eznfs1/scrap_data_22_bot3/12/Win7_32_IE8_12_9226_20170729_205413/html_200_20170729_205413.txt
0,"<iframe frameborder=""0"" height=""100%"" scrolling=""yes"" src=""http://aleksandrkudryashov1.autoweboffice.ru/?r=af&amp;p=952&amp;g=1099&amp;lg=ru"" width=""100%""></iframe>",http://master-vision.su,/mnt/eznfs1/scrap_data_22_bot3/12/Win7_32_IE8_12_1024_20170729_210833/html_200_20170729_210833.txt
0,"<iframe frameborder=""0"" height=""100%"" src=""http://err.hc.ru/missing/"" width=""100%""></iframe>",http://7vetrov.su/cgi-sys/defaultwebpage.cgi,/mnt/eznfs1/scrap_data_22_bot3/12/Win7_32_IE8_12_7592_20170729_211442/html_200_20170729_211442.txt
0,"<iframe src=""http://s.click.aliexpress.com/e/UNjI6Ii"" style=""width: 1px;height: 1px;border: none;""></iframe>",http://mafors.su,/mnt/eznfs1/scrap_data_22_bot3/12/Win7_32_IE8_12_3004_20170729_211625/html_200_20170729_211625.txt
0,"<iframe frameborder=""0"" height=""100%"" src=""http://err.hc.ru/missing/"" width=""100%""></iframe>",http://rukur.su/cgi-sys/defaultwebpage.cgi,/mnt/eznfs1/scrap_data_22_bot3/12/Win7_32_IE8_12_8795_20170729_215402/html_200_20170729_215402.txt
0,"<iframe frameborder=""0"" height=""100%"" src=""http://err.hc.ru/missing/"" width=""100%""></iframe>",http://snowboards.su/cgi-sys/defaultwebpage.cgi,/mnt/eznfs1/scrap_data_22_bot3/12/Win7_32_IE8_12_1658_20170729_215936/html_200_20170729_215936.txt
0,"<iframe frameborder=""0"" height=""100%"" src=""http://err.hc.ru/missing/"" width=""100%""></iframe>",http://audi-kurgan.su/cgi-sys/defaultwebpage.cgi,/mnt/eznfs1/scrap_data_22_bot3/12/Win7_32_IE8_12_3700_20170729_220825/html_200_20170729_220825.txt
0,"<iframe frameborder=""0"" height=""100%"" src=""http://err.hc.ru/missing/"" width=""100%""></iframe>",http://rusintorg.su/cgi-sys/defaultwebpage.cgi,/mnt/eznfs1/scrap_data_22_bot3/12/Win7_32_IE8_12_997_20170729_222017/html_200_20170729_222017.txt
