AA_URL,A_IDX,b_content_type,b_number_of_iframes,b_presence_of_double_body,b_presence_of_double_head,b_presence_of_double_html,c_is_src_different,c_is_src_external,c_is_src_in_whiteList,h_dis_attr,h_height_min,h_hidden_rule1,h_hidden_rule2,h_hidden_rule3,h_is_tag_hidden,h_left_attr,h_pos_attr,h_top_attr,h_vis_attr,h_width_min,l_abs_dis_iframe_body,l_abs_dis_iframe_html,l_abs_iframe,l_abs_minimum_dis,l_iframe_close_to_body_start_or_end,l_iframe_close_to_html_start_end,l_ratio_minimum_dis,l_rela_dis_iframe_body,l_rela_dis_iframe_html,l_rela_iframe,l_total_length_of_website,s2_query_has_id_as_arguments,s2_query_has_security_words,s2_url_has_popular_words,s_category_TLD,s_count_of_digits_sub,s_count_of_digits_webname,s_count_of_letters_sub,s_count_of_letters_webname,s_has_digit_sub,s_has_file_name_extension,s_has_fragment,s_has_src,s_has_subdomain,s_isword_sub,s_num_of_dots,s_path_len,s_pattern_sub,s_query_arg_num,s_src_len,s_src_len_query,s_src_len_sub,t_distance_to_body,t_distance_to_head,t_distance_to_html,t_distance_to_root,t_in_the_body,t_in_the_head,t_in_the_html
/Users/ketian/Desktop/martin/martinIframe/a144d1fc5e77ccc465496ee9b27bec4d2fd1ca42da925babfdf438ee6a220abe,0,Sandvox 2.6.1,1,False,False,False,1,True,False,,10.0,False,False,True,True,0.0,absolute,0.0,hidden,10.0,0,1,130,0,end,end,0.0,0.0,0.007692307692307693,1.0,130,False,False,False,com.ar,,0,,16,,True,False,True,False,,2,11,,0,37,0,0,,,,1,False,False,False
/Users/ketian/Desktop/martin/martinIframe/a1d2fa3600c933738736dcf916258267a7767d448c5d2346dd674f8f94ba4d96,0,,1,False,False,False,1,True,False,,10.0,False,False,True,True,0.0,absolute,0.0,hidden,10.0,0,1,93,0,end,end,0.0,0.0,0.010752688172043012,1.0,93,False,False,False,com,0,3,11,16,False,True,False,True,True,False,2,11,3,0,40,0,11,,,,1,False,False,False
/Users/ketian/Desktop/martin/martinIframe/aad5053fba9dc02e2dafb8017d08d3b22124fe0e36f6124bef9cf4834940eccd,0,,1,False,False,False,1,True,False,,0.0,True,False,False,True,,,,,0.0,1,0,283,0,end,end,0.0,0.0035211267605633804,0.0,0.9964788732394366,284,False,False,False,com,0,0,5,18,False,False,False,True,True,True,2,6,1,0,35,0,5,,,,1,False,False,False
/Users/ketian/Desktop/martin/martinIframe/ad1d09df800883f39a3b38965c6708385b704b173b96ee1629b086e7fa1ca746,0,,1,False,False,False,1,True,False,,1.0,True,False,False,True,,,,,1.0,2,1,149,1,end,end,0.006622516556291391,0.013245033112582781,0.006622516556291391,0.9867549668874173,151,False,False,False,pl,,0,,10,,False,False,True,False,,2,2,,0,23,0,0,,,,1,False,False,False
/Users/ketian/Desktop/martin/martinIframe/af736b3020ae5893ff55b0c3ba50749df48614f49efd7ce1b9a2458588915a49,0,,1,False,False,False,1,True,False,,2.0,True,False,False,True,,,,,2.0,1,0,382,0,end,end,0.0,0.0026109660574412533,0.0,0.9973890339425587,383,False,False,False,com,,0,,12,,True,False,True,False,,1,9,,1,40,9,0,1,,2,3,True,False,True
/Users/ketian/Desktop/martin/martinIframe/bc831df00265277586b82935be7d46eae41ef856c45d14cfaee5e7ac95f9f1b1,0,,1,False,False,False,,False,False,,1.0,True,False,False,True,,,,,1.0,215,66,217,66,start,start,0.11055276381909548,0.3601340033500838,0.11055276381909548,0.36348408710217756,597,False,False,False,,,0,,0,,False,False,True,False,,0,9,,0,19,0,0,1,,2,3,True,False,True
/Users/ketian/Desktop/martin/martinIframe/c0b94ef1f289b14e80494d87444167db53230ef8e01593958c824756049e252e,0,,1,False,False,False,1,True,False,,2.0,True,False,False,True,,,,,2.0,1,0,361,0,end,end,0.0,0.0027624309392265192,0.0,0.9972375690607734,362,False,False,False,com,,0,,12,,True,False,True,False,,1,9,,1,40,9,0,1,,2,3,True,False,True
/Users/ketian/Desktop/martin/martinIframe/c3dc59bc9e42c8822827245c0350170742614ed3fb5afede1ef260fe6f8b95e2,0,,1,False,False,False,1,True,False,,2.0,True,False,False,True,,,,,2.0,1,0,262,0,end,end,0.0,0.0038022813688212928,0.0,0.9961977186311787,263,False,False,False,net,,0,,16,,True,False,True,False,,1,9,,1,44,9,0,,,,1,False,False,False
/Users/ketian/Desktop/martin/martinIframe/ca96951171e8ac0373fa0d36a4c43604c4c9153e16268391eb189560027abc86,0,,1,False,False,False,1,True,False,,2.0,True,False,False,True,,,,,2.0,2,0,153,0,end,end,0.0,0.012903225806451613,0.0,0.9870967741935484,155,True,False,False,com,,0,,15,,True,False,True,False,,1,14,,1,49,10,0,1,,2,3,True,False,True
/Users/ketian/Desktop/martin/martinIframe/cfa9394b6403bced245cee0eeb8687d8cf0145c39169cd3b87e40f6ecdf89183,0,,1,False,False,False,1,True,False,,2.0,True,False,False,True,,,,,2.0,1,0,388,0,end,end,0.0,0.002570694087403599,0.0,0.9974293059125964,389,False,False,False,com,,0,,12,,True,False,True,False,,1,9,,1,40,9,0,1,,2,3,True,False,True
/Users/ketian/Desktop/martin/martinIframe/d02ebeef4efc229284dc6b75b75d0f1267786de87f67d1d2bcac885a980ea866,0,,1,False,False,False,1,True,False,,2.0,True,False,False,True,,,,,2.0,2,0,189,0,end,end,0.0,0.010471204188481676,0.0,0.9895287958115183,191,False,False,False,com,,0,,21,,True,False,True,False,,1,9,,1,48,8,0,1,,2,3,True,False,True
/Users/ketian/Desktop/martin/martinIframe/e2c6c58dab3931a295a28e5c2cec4a1ff0ba5a3415dfa2a42e73c8a2f3933124,0,,1,False,False,False,1,True,False,,0.0,True,False,False,True,,,,,100.0,1,1,194,1,end,end,0.005154639175257732,0.005154639175257732,0.005154639175257732,1.0,194,False,False,False,org,0,4,2,5,False,False,False,True,True,True,2,7,1,0,27,0,2,,,,1,False,False,False
/Users/ketian/Desktop/martin/martinIframe/ef915d2a96d7cc1457732d4854a2ff8e84013e8b701dcaa71c8ee5268a917a77,0,WordPress 3.1.4,1,False,False,False,1,True,False,,1.0,True,False,False,True,,,,,1.0,2,1,369,1,end,end,0.002688172043010753,0.005376344086021506,0.002688172043010753,0.9919354838709677,372,False,False,False,pl,,0,,10,,False,False,True,False,,2,2,,0,23,0,0,1,,2,3,True,False,True
/Users/ketian/Desktop/martin/martinIframe/fa5051a1dd427cb66e8ca5c5c926ea58fd567e06857ff1c586333bfdd6d07e99,0,,1,False,False,False,1,True,False,,2.0,True,False,False,True,,,,,2.0,1,0,1059,0,end,end,0.0,0.0009433962264150943,0.0,0.9990566037735849,1060,False,False,False,org,,0,,20,,True,False,True,False,,1,9,,1,47,8,0,,,,1,False,False,False
